result,view_count,distance,search_time,state_update,tsdf_integration,grasp_prediction,grasp_selection,view_generation,ig_computation,cost_computation,grasp_time
succeeded,12,0.33773644251993507,9.313695590999487,1.2027411569988544,0.10560676100158162,0.8779226119995656,0.08233022299918957,0.4089412169987554,6.346821042999181,0.00035860300067724893,53.629253539000274
succeeded,12,0.32201882770772206,9.0165998020002,1.1303148340020925,0.09995344699927955,0.8451161650009453,0.06755411499852926,0.39130983500217553,5.961717605999183,0.00021391500013123732,68.43178354199972
