result,view_count,distance,search_time,state_update,tsdf_integration,grasp_prediction,grasp_selection,view_generation,ig_computation,cost_computation
aborted,32,0.7734757295530099,17.184571705991402,2.0505509268841706,0.18702333097462542,1.5780346980318427,0.041194453078787774,0.7754805208533071,12.975077195995254,0.0006565629737451673
aborted,13,0.2631731805143712,7.314542752021225,0.8713053149986081,0.08261823604698293,0.6813734560564626,0.015929728950140998,0.3180048240174074,4.8670602010097355,0.00019652998889796436
