result,view_count,distance,search_time,state_update,tsdf_integration,grasp_prediction,grasp_selection,view_generation,ig_computation,cost_computation,grasp_time
failed,12,0.8504066574937458,22.617584791994886,0.7915885619731853,0.05346555495634675,0.6272915529843885,0.03846212699136231,0.2952797950274544,19.92146382300416,0.0002920830302173272,11.100134157997672
failed,13,0.6833158148533883,24.098264767002547,0.8408031379804015,0.06702607501938473,0.6607534780196147,0.04423419098020531,0.3102070869936142,21.68620203700266,0.00019980696379207075,10.89447050599847
