result,view_count,distance,search_time,state_update,tsdf_integration,grasp_prediction,grasp_selection,view_generation,ig_computation,cost_computation
aborted,13,0.3326092289056944,8.997099193999986,0.8899964249999925,0.09330602400012822,0.7218483610000703,0.014317511000058403,0.19605873600005452,6.524958396000102,0.0003260240000599879
