result,view_count,distance,search_time,state_update,tsdf_integration,grasp_prediction,grasp_selection,view_generation,ig_computation,cost_computation,grasp_time
failed,12,0.24574473691959053,7.18642538999984,0.944956772000296,0.09077187699949718,0.7222131100006663,0.0369405740007096,0.17466859699879933,4.751793257000827,0.0002811169997585239,19.689840692000416
