result,view_count,distance,search_time,state_update,tsdf_integration,grasp_prediction,grasp_selection,view_generation,ig_computation,cost_computation,grasp_time
succeeded,13,0.3164570863085769,8.330759885022417,0.8579505009984132,0.07962450294871815,0.658056787942769,0.02454053791007027,0.3234516189841088,5.8129399540193845,0.0002971620415337384,22.278936106013134
aborted,13,3.201047807610736e-05,8.352678244991694,0.840284245001385,0.07713179304846562,0.6874761799990665,0.012066478957422078,0.3102915689814836,5.913274747028481,0.00021159395691938698
aborted,13,5.736610615265184e-06,7.918030746979639,0.7621865509718191,0.06709671599674039,0.6440144180087373,0.01263406901853159,0.306405053997878,5.5773106070409995,0.00019262792193330824
