result,view_count,distance,search_time,state_update,tsdf_integration,grasp_prediction,grasp_selection,view_generation,ig_computation,cost_computation,grasp_time
failed,13,0.23398364439978978,7.245850738000058,0.9126617070003249,0.08688843799995993,0.6566716090001137,0.08376585099983913,0.18758216699995955,4.817525305000231,0.0003042050002477481,19.030701850000014
aborted,13,2.222569811224315e-05,8.58265892999998,0.8577019010002687,0.08177102900026512,0.6935934440000437,0.02778058699993835,0.20075909700005923,6.258036000000061,0.0002779539997845859
