result,view_count,distance,search_time,state_update,tsdf_integration,grasp_prediction,grasp_selection,view_generation,ig_computation,cost_computation
aborted,13,2.438648316084165e-05,8.829171770000016,0.8508022870000786,0.08020667599998887,0.6724395590001677,0.03150350400028401,0.1967935029996397,6.4749220449998575,0.0002854729998489347
