result,view_count,distance,search_time,state_update,tsdf_integration,grasp_prediction,grasp_selection,view_generation,ig_computation,cost_computation
aborted,13,2.6374619314618742e-05,9.285538202000225,0.9362582230000953,0.07957799600035287,0.7703087639997648,0.03140470300058951,0.25243249099912646,6.772655297000256,0.0003082739999626938
