result,view_count,distance,search_time,state_update,tsdf_integration,grasp_prediction,grasp_selection,view_generation,ig_computation,cost_computation,grasp_time
failed,13,0.31451137456971173,8.385851322993403,0.8674360079749022,0.08984571494511329,0.655066023056861,0.02585748501587659,0.3118373250181321,5.8549980459793005,0.00027576592401601374,22.514391682023415
